default,balance,housing,loan
no,491,yes,no
no,0,yes,no
no,0,no,no
no,229,yes,no
no,22,yes,yes
no,570,yes,no
no,56,yes,no
no,118,yes,no
no,106,yes,no
no,1768,yes,no
no,213,yes,no
no,381,yes,no
no,1147,yes,yes
no,373,yes,no
no,50,yes,no
no,67,yes,yes
no,0,yes,yes
no,61,yes,yes
no,504,yes,no
no,177,yes,no
no,584,yes,no
no,-732,yes,no
no,572,yes,no
no,105,yes,no
no,0,yes,no
no,832,yes,yes
no,2642,yes,no
no,195,yes,no
no,718,yes,no
no,336,yes,yes
no,332,yes,no
no,1,yes,no
no,-138,yes,yes
no,749,no,no
no,14,yes,no
no,177,no,no
no,557,no,no
no,126,yes,no
no,359,no,yes
no,496,yes,no
no,72,no,no
no,175,yes,no
no,430,no,no
no,574,yes,no
no,69,yes,no
no,106,yes,no
no,0,yes,no
no,23,yes,no
no,42,yes,no
no,429,yes,no
no,88,yes,no
no,3932,yes,no
no,177,yes,no
no,468,yes,no
no,639,yes,no
no,2124,yes,no
no,309,yes,no
no,202,yes,no
no,20,yes,yes
no,-17,yes,no
no,-417,yes,no
no,528,yes,no
no,394,yes,no
no,856,yes,no
no,468,yes,no
no,138,yes,no
no,406,yes,no
no,221,yes,no
no,523,yes,yes
no,-52,yes,no
no,397,yes,no
no,-432,yes,no
no,298,yes,no
no,1080,yes,yes
no,-85,yes,no
no,4012,no,yes
no,123,no,no
no,498,yes,no
no,23,yes,no
yes,-315,yes,no
yes,89,no,yes
no,699,yes,no
no,145,yes,no
no,-138,yes,yes
no,491,yes,no
no,820,yes,no
no,1376,yes,no
no,0,yes,no
no,507,yes,no
no,771,no,no
no,310,yes,no
no,136,yes,no
no,310,yes,no
no,813,yes,no
no,14,yes,yes
no,-97,yes,no
no,332,yes,no
no,5034,yes,no
no,281,yes,no
no,576,yes,no
no,1891,yes,no
no,473,yes,yes
no,216,yes,no
no,-13,yes,no
no,162,yes,no
no,365,yes,no
no,264,yes,no
no,490,yes,no
no,230,yes,no
no,-9,yes,yes
no,317,yes,no
no,458,yes,yes
no,19,yes,no
no,536,yes,no
no,117,yes,no
no,368,yes,no
no,-98,yes,no
no,627,yes,no
no,180,yes,no
no,26,yes,no
no,2171,yes,no
no,-118,yes,no
no,1059,yes,no
no,186,yes,no
no,1306,yes,no
no,3007,yes,no
no,-88,yes,no
no,265,yes,yes
no,21,yes,no
no,230,yes,no
no,252,yes,no
no,422,yes,no
no,85,yes,no
no,4286,yes,no
no,0,no,no
no,60,no,no
no,687,yes,no
no,40,yes,no
no,22,yes,no
no,-333,yes,yes
no,483,yes,no
no,503,yes,yes
no,1245,yes,no
no,117,yes,no
yes,33,yes,yes
no,-320,yes,no
no,49,yes,no
no,0,yes,no
no,100,yes,no
no,344,yes,no
no,-286,yes,no
no,57,yes,no
no,370,no,no
no,470,yes,no
no,0,yes,no
no,767,yes,no
yes,1,no,no
no,0,no,no
no,121,yes,no
no,190,yes,no
no,120,yes,no
no,2068,yes,yes
no,332,yes,no
no,-322,no,no
no,274,yes,no
no,3,yes,no
no,6,yes,no
no,288,yes,no
no,146,yes,no
no,286,yes,no
no,114,yes,yes
no,190,yes,yes
no,111,yes,no
no,246,yes,no
no,108,no,no
no,187,yes,no
no,457,yes,no
no,131,yes,yes
no,1825,yes,no
no,307,yes,no
yes,-198,yes,no
no,739,yes,no
no,759,yes,no
no,777,yes,no
no,378,yes,no
no,337,yes,no
no,-78,yes,no
no,355,yes,no
no,133,yes,no
no,32,yes,no
no,55,yes,yes
no,417,yes,no
no,153,yes,no
no,794,no,no
no,187,yes,no
no,335,yes,no
no,1407,yes,no
no,-116,yes,yes
no,1842,yes,no
no,329,yes,no
no,428,yes,no
no,181,yes,no
no,2139,yes,no
no,253,yes,yes
no,133,yes,no
no,785,yes,no
no,-45,yes,yes
no,223,yes,no
no,2831,yes,no
no,2412,yes,no
no,11,yes,no
no,211,yes,no
no,34,yes,no
no,222,yes,no
no,3285,yes,no
no,-67,yes,no
no,670,yes,no
no,0,yes,no
no,96,yes,no
no,-3,yes,no
no,123,yes,no
no,443,yes,no
no,406,yes,no
no,535,no,no
no,302,yes,no
yes,-43,yes,no
no,-346,no,no
no,-271,yes,no
no,55,yes,no
no,375,yes,no
no,-2,yes,no
no,-680,yes,no
no,0,no,no
no,217,yes,no
no,160,yes,no
no,118,yes,no
no,-1,yes,no
no,453,yes,no
no,169,yes,no
no,787,yes,no
no,78,yes,no
no,2269,yes,no
no,213,yes,no
no,164,yes,no
no,934,no,no
no,4,yes,yes
no,354,yes,no
no,23,yes,no
no,318,yes,no
yes,-305,no,yes
no,616,yes,no
no,2590,yes,no
no,1868,yes,no
no,-578,no,no
no,-227,yes,yes
no,1981,yes,no
no,404,yes,no
no,65,yes,no
yes,-1,yes,no
no,-68,yes,no
no,0,yes,no
no,229,yes,no
no,1656,yes,no
no,1342,yes,yes
no,331,yes,no
no,238,yes,yes
no,202,yes,no
no,318,yes,no
yes,-1124,yes,yes
no,662,yes,no
no,1790,yes,yes
no,198,yes,no
no,726,yes,no
no,183,yes,no
no,149,yes,no
no,-91,yes,no
no,-9,yes,no
no,134,yes,no
no,0,no,no
no,6259,yes,no
no,27,no,yes
no,383,yes,no
no,1108,yes,yes
no,117,yes,no
no,108,yes,no
no,479,yes,no
no,65,yes,no
no,234,no,no
no,-53,yes,no
no,-131,yes,yes
no,-39,yes,yes
no,139,yes,no
no,262,yes,no
no,160,yes,no
no,186,yes,yes
no,-79,no,no
no,1113,yes,no
no,82,yes,no
no,321,yes,no
no,1326,yes,no
no,2257,yes,no
no,1373,no,no
no,304,yes,yes
no,659,yes,no
no,491,yes,no
yes,101,yes,no
no,33,yes,no
no,291,yes,no
no,218,yes,no
no,102,yes,no
no,88,yes,no
no,94,yes,no
no,-665,yes,yes
yes,-331,yes,yes
no,550,yes,no
no,151,yes,no
no,5406,no,no
no,269,yes,no
no,2457,yes,no
no,45,yes,no
no,610,yes,no
no,-133,yes,no
no,66,yes,no
no,10,yes,no
no,350,no,no
no,546,yes,yes
no,360,yes,no
no,6,no,no
no,0,yes,no
no,22,yes,yes
no,57,yes,no
no,1349,yes,no
no,708,no,no
no,1329,yes,yes
no,7459,yes,no
no,47,yes,no
no,-516,yes,no
no,0,yes,no
no,433,yes,no
yes,9,yes,no
no,-6,yes,no
no,-197,yes,no
no,184,yes,no
no,336,yes,no
no,36,yes,no
no,277,yes,no
no,452,yes,no
no,-135,yes,no
no,7,yes,yes
no,442,yes,yes
no,590,yes,no
no,447,yes,no
no,49,yes,no
no,1118,yes,yes
no,390,yes,no
no,-125,yes,no
no,-97,yes,yes
no,18,no,no
no,131,yes,no
no,527,yes,no
no,1129,yes,no
no,266,yes,no
no,687,yes,no
no,1726,yes,yes
no,-388,yes,no
no,92,yes,no
no,-11,yes,no
no,1510,yes,no
no,171,yes,no
no,420,yes,no
no,513,yes,no
no,137,yes,no
no,21,yes,no
no,-312,yes,no
no,-208,yes,yes
no,2,no,no
no,1033,yes,no
no,855,yes,no
no,781,yes,no
no,542,yes,no
no,-175,yes,no
no,79,yes,yes
no,3,yes,no
no,4471,yes,no
no,2313,yes,no
no,-139,yes,no
no,300,yes,no
yes,-3313,yes,yes
no,352,yes,no
no,105,yes,yes
no,164,yes,no
no,-202,yes,no
no,-256,yes,no
no,1261,yes,no
no,-503,yes,no
no,790,no,no
no,0,yes,no
no,638,yes,no
no,47,yes,no
no,242,yes,no
no,469,yes,no
no,271,yes,yes
no,948,yes,no
no,-356,no,yes
no,336,yes,no
no,61,yes,no
no,359,yes,no
no,105,yes,no
no,6809,yes,no
no,59,yes,yes
no,0,no,yes
no,0,yes,no
no,216,yes,no
no,2530,yes,no
no,356,yes,no
yes,-228,yes,no
no,198,yes,no
no,510,yes,no
no,223,yes,no
no,4,yes,no
no,338,yes,no
no,0,yes,no
no,328,yes,no
no,255,yes,no
no,304,no,no
no,-256,yes,yes
no,683,yes,no
no,84,yes,no
no,608,yes,no
no,230,no,no
no,12,yes,no
no,881,yes,no
no,77,yes,no
no,510,yes,no
no,1555,yes,no
yes,68,yes,no
no,43,yes,no
no,244,yes,no
no,1376,no,yes
no,392,yes,no
no,-396,yes,no
no,89,yes,no
no,10,yes,no
no,150,yes,no
no,1387,yes,yes
no,253,yes,no
no,853,yes,no
no,91,yes,no
no,348,yes,no
no,43,yes,no
no,-178,yes,no
no,2137,no,no
no,1160,yes,no
no,3986,yes,no
no,126,yes,no
no,6411,yes,yes
no,655,yes,no
no,2378,yes,no
no,15,yes,yes
no,96,yes,no
no,191,yes,no
no,391,yes,no
no,31,yes,no
no,73,no,no
no,0,no,no
no,156,yes,no
no,231,yes,no
no,-83,yes,no
no,138,no,no
no,221,yes,no
no,3284,yes,no
no,4190,no,no
no,5694,yes,no
no,297,yes,no
no,-89,yes,no
no,244,yes,no
no,152,yes,no
no,1696,yes,no
no,714,no,no
no,315,yes,no
no,312,yes,no
no,913,yes,no
no,-407,yes,no
no,338,yes,no
yes,-435,yes,yes
no,769,yes,no
no,120,yes,yes
no,0,no,no
no,9569,yes,no
no,351,yes,no
no,2,yes,no
no,226,yes,no
no,95,yes,no
no,123,yes,no
no,15,yes,no
no,375,yes,no
no,1190,yes,no
no,487,yes,yes
no,123,yes,no
no,2272,yes,no
no,133,yes,yes
no,447,yes,no
no,-864,yes,no
no,8,no,no
no,107,yes,no
no,620,no,no
no,42,yes,no
no,-120,yes,no
no,493,yes,no
no,296,yes,no
no,6248,yes,no
no,484,no,no
no,12,yes,no
no,154,no,no
no,606,yes,no
no,560,yes,no
no,564,yes,no
no,771,yes,no
no,0,yes,yes
no,757,yes,no
no,333,yes,no
no,418,yes,no
no,-256,no,yes
no,494,yes,no
no,85,yes,no
no,127,yes,no
no,69,yes,no
no,713,yes,no
no,-10,yes,no
no,-294,yes,no
no,222,yes,no
no,86,yes,no
no,0,yes,yes
no,26,no,no
no,103,yes,no
no,-80,yes,no
no,131,yes,no
no,106,no,no
yes,15,no,no
no,4542,no,no
no,172,yes,no
yes,0,yes,no
no,107,yes,no
no,15,no,no
no,101,yes,no
no,304,yes,no
no,7816,yes,no
no,0,yes,no
no,784,yes,yes
no,2581,no,no
no,507,yes,no
no,333,yes,no
no,-220,yes,yes
no,249,yes,no
no,-257,yes,no
no,210,no,yes
no,18722,yes,no
no,42,yes,no
no,210,yes,no
no,325,no,no
no,123,yes,no
no,-25,yes,no
no,66,yes,no
no,0,yes,yes
no,409,yes,no
no,4785,no,no
no,121,yes,no
no,0,yes,no
no,231,yes,no
no,1135,yes,no
no,-201,yes,no
no,-278,yes,no
no,16,yes,no
yes,-283,yes,no
no,-103,yes,no
no,113,no,no
no,194,yes,no
no,247,yes,no
yes,-402,no,yes
no,-40,yes,no
no,3867,yes,no
no,36,yes,no
no,2167,yes,yes
no,243,yes,no
no,2,yes,yes
no,737,yes,no
no,286,no,no
no,311,no,no
no,541,yes,no
no,2963,yes,no
yes,-871,yes,no
no,75,yes,yes
no,2597,yes,no
no,-454,yes,no
no,0,no,no
no,304,yes,no
no,220,yes,no
no,561,yes,no
no,211,yes,no
no,4509,yes,no
no,196,yes,no
no,124,yes,no
no,381,yes,no
no,184,yes,no
yes,-149,yes,yes
no,-337,yes,no
no,210,yes,no
no,737,yes,yes
no,75,yes,no
no,641,yes,no
no,78,yes,no
no,1558,yes,no
no,227,yes,no
no,602,yes,no
no,798,yes,no
no,1047,yes,yes
no,111,yes,no
no,-439,yes,no
yes,37,yes,no
no,362,yes,no
no,1,yes,no
no,304,yes,no
no,-89,yes,no
no,276,yes,no
no,288,yes,no
no,650,yes,no
no,171,yes,no
no,-302,yes,no
no,337,no,no
no,891,no,no
no,199,yes,yes
no,997,yes,no
no,108,yes,yes
no,40,no,no
no,208,no,no
no,6890,yes,no
no,395,yes,no
no,-214,yes,no
no,496,yes,no
no,183,yes,no
no,199,yes,no
no,179,yes,no
no,434,yes,no
no,122,yes,no
no,371,yes,no
no,3675,no,no
no,11,yes,no
no,194,yes,yes
no,23,yes,no
no,1011,yes,no
no,446,yes,no
no,-29,yes,no
no,957,yes,yes
no,297,yes,no
no,888,yes,no
no,115,yes,no
no,177,yes,no
no,-28,yes,no
no,951,yes,no
no,5,yes,no
no,586,yes,yes
yes,-1445,yes,no
yes,-23,yes,no
no,-284,yes,no
no,1166,yes,no
no,244,yes,no
no,-72,yes,no
no,1399,yes,no
no,0,yes,no
no,431,yes,no
no,130,yes,yes
no,187,yes,no
no,142,yes,no
no,14,yes,no
no,-219,yes,no
no,275,yes,no
no,5028,yes,no
no,118,yes,yes
no,290,yes,no
no,1064,yes,no
no,904,yes,no
no,628,yes,no
no,13,yes,no
no,450,yes,yes
no,-63,yes,no
no,164,yes,no
no,985,yes,no
no,616,yes,yes
no,237,yes,no
no,380,no,yes
no,290,yes,no
no,104,yes,no
no,117,yes,yes
no,276,yes,no
no,-475,yes,no
no,838,yes,no
no,382,yes,no
no,624,yes,no
no,396,yes,no
no,5,no,no
no,18,no,no
no,-464,yes,yes
no,330,yes,no
no,2087,yes,no
no,-260,yes,no
no,236,yes,no
no,684,yes,yes
no,458,yes,no
no,324,yes,no
no,1052,yes,yes
no,37,no,no
no,454,yes,no
no,573,yes,no
no,34,yes,no
no,341,no,yes
no,31,no,no
no,-189,yes,no
no,424,yes,no
no,250,yes,no
no,3165,yes,no
no,387,yes,no
no,855,yes,no
no,944,yes,no
no,134,no,no
no,2845,yes,no
no,2420,yes,no
no,1535,yes,no
no,0,no,no
no,504,yes,no
no,-329,yes,no
no,94,yes,no
no,538,yes,no
yes,-18,yes,no
no,26,yes,no
no,177,yes,no
no,633,yes,no
no,205,yes,no
no,1114,yes,yes
no,78,yes,no
no,762,yes,no
no,1862,yes,no
no,73,no,no
no,2576,yes,yes
no,470,yes,no
no,206,yes,yes
no,0,yes,yes
no,-76,yes,no
no,1750,yes,no
no,1104,yes,no
no,286,yes,yes
no,137,yes,no
no,247,yes,yes
no,-43,no,no
no,309,yes,no
no,339,yes,no
no,218,yes,no
no,4128,yes,no
no,867,yes,yes
no,1345,yes,no
no,40,no,no
no,1466,yes,no
no,96,yes,no
no,332,yes,no
no,1474,yes,no
no,783,yes,no
no,239,no,no
no,27,yes,no
no,-24,yes,no
no,23,yes,no
no,6386,yes,no
yes,-353,yes,no
no,-474,yes,no
no,714,yes,no
no,570,yes,no
no,16,no,no
no,1504,yes,no
no,551,yes,no
no,-759,yes,no
no,1097,yes,no
no,520,yes,no
no,0,no,no
no,573,yes,no
yes,0,yes,no
no,146,yes,no
no,-37,yes,no
no,90,yes,no
no,0,yes,no
no,1242,yes,no
no,98,yes,yes
no,295,yes,no
no,465,no,yes
no,1473,yes,no
no,3122,yes,no
no,317,yes,no
no,176,yes,no
no,661,yes,no
no,1,yes,yes
no,-12,yes,no
no,1401,yes,no
no,171,yes,no
no,431,yes,no
no,265,yes,no
no,227,yes,yes
no,336,yes,no
no,41,yes,no
no,1554,yes,no
no,141,yes,no
no,762,yes,no
no,650,yes,no
no,250,no,no
no,130,yes,no
no,11,no,no
no,36,yes,no
no,333,yes,no
no,487,yes,no
no,594,yes,no
no,1135,yes,yes
yes,-3,yes,no
no,-168,yes,no
no,414,no,no
no,166,yes,no
no,472,yes,no
no,-95,yes,no
no,158,yes,no
no,8,no,no
no,296,yes,no
no,-541,yes,yes
no,23,no,no
no,17,yes,no
no,335,yes,no
no,395,yes,no
no,178,yes,no
no,101,yes,no
no,-428,yes,no
no,24299,yes,no
no,181,no,no
no,83,yes,no
no,175,yes,no
no,5,yes,no
no,3185,yes,no
no,2577,yes,no
no,216,yes,no
no,166,yes,no
no,323,yes,no
no,334,yes,no
no,86,yes,no
no,845,yes,no
no,-126,yes,yes
no,-3,yes,no
no,54,yes,no
no,-192,yes,no
no,125,yes,no
no,2146,yes,no
no,-522,yes,no
no,99,yes,no
no,-1664,yes,no
yes,2,yes,no
no,2172,yes,yes
no,168,yes,no
no,62,yes,yes
no,768,yes,no
no,429,yes,no
no,36,yes,no
no,0,yes,no
no,544,yes,no
no,91,yes,no
yes,-3,yes,no
no,1374,yes,no
no,119,yes,no
no,279,yes,no
no,594,yes,no
no,-121,yes,yes
no,-195,yes,no
no,-208,yes,yes
no,309,yes,no
yes,210,yes,no
no,135,yes,no
no,66,yes,no
yes,-122,yes,no
no,0,no,no
no,-90,yes,no
no,286,yes,no
no,-423,yes,yes
no,505,yes,no
no,296,yes,no
no,279,yes,no
no,367,yes,yes
no,129,yes,yes
yes,-13,no,no
no,1309,yes,no
no,-10,yes,no
no,5,yes,no
no,71,yes,no
no,281,yes,no
no,173,yes,no
no,383,yes,no
no,39,yes,no
no,1052,yes,no
no,-49,yes,no
no,-103,yes,no
yes,-846,yes,no
no,705,yes,no
no,1950,yes,no
no,253,yes,no
no,595,yes,no
no,-185,yes,yes
no,353,yes,no
no,2363,yes,no
no,52,yes,no
no,205,yes,yes
no,1557,yes,yes
no,596,yes,no
no,-114,yes,no
no,478,no,no
no,614,yes,no
no,783,yes,no
no,401,yes,no
no,92,yes,no
no,-273,yes,yes
no,2594,yes,no
no,382,yes,no
no,-166,yes,no
no,-141,yes,no
no,-250,yes,no
no,3825,yes,no
no,0,no,no
no,1060,yes,no
no,-185,yes,yes
no,955,yes,no
no,263,yes,no
no,4646,yes,no
no,989,yes,yes
no,232,yes,yes
no,1483,yes,no
no,7495,yes,no
no,0,yes,yes
no,2199,yes,no
no,476,yes,no
no,148,yes,no
no,3241,yes,no
no,2665,yes,no
no,1875,yes,no
no,879,yes,no
no,1934,yes,no
no,0,no,no
no,380,yes,no
no,2485,yes,no
no,5521,yes,yes
no,24,yes,no
no,160,yes,no
no,-204,yes,no
no,363,yes,no
no,181,no,no
no,307,yes,no
no,193,yes,no
no,3382,yes,no
no,1823,yes,no
no,-111,yes,no
no,3373,yes,no
no,92,yes,no
no,463,yes,no
no,1192,yes,no
no,2376,no,no
no,-166,yes,yes
no,3960,yes,no
no,4,yes,no
no,23,yes,no
no,639,yes,no
no,2144,yes,no
no,225,yes,yes
no,13308,yes,no
no,95,yes,no
no,1199,yes,no
no,400,yes,no
no,1262,yes,yes
no,849,no,no
no,1949,yes,no
no,-395,yes,no
no,618,no,no
no,0,yes,no
no,0,yes,yes
no,355,yes,no
no,131,yes,yes
no,6203,yes,yes
no,1635,yes,no
no,580,yes,no
no,1814,no,no
no,159,yes,no
no,48,no,no
no,189,yes,no
no,-633,yes,yes
no,5356,no,no
no,476,yes,no
no,4478,yes,no
no,3132,no,no
no,-892,yes,no
no,11,yes,no
no,414,yes,no
no,1165,yes,no
no,3839,yes,no
no,196,yes,no
no,521,yes,no
no,350,yes,yes
no,8680,yes,no
no,0,yes,no
no,309,yes,no
no,125,yes,no
no,368,yes,no
no,1362,yes,no
no,296,yes,no
no,2240,yes,no
no,1026,yes,no
no,1301,yes,no
no,199,no,no
no,11,yes,no
no,5,yes,no
no,373,yes,yes
no,1270,yes,no
no,416,yes,no
no,-27,no,no
no,221,yes,no
no,331,yes,no
no,402,yes,no
no,123,no,no
no,105,yes,yes
no,0,yes,no
no,1691,no,no
no,2,yes,no
no,3,yes,no
no,399,yes,no
no,1421,yes,no
no,8,yes,yes
no,150,yes,yes
no,-371,yes,no
no,1916,yes,no
no,300,yes,no
no,175,yes,yes
no,3571,no,no
no,1135,yes,no
no,789,yes,no
no,2195,yes,no
no,1311,yes,no
yes,-689,yes,no
no,14,yes,yes
no,56,yes,no
no,26765,no,no
no,17,yes,no
no,463,yes,no
no,751,yes,no
no,3478,yes,no
no,88,yes,no
no,64,yes,no
no,36,yes,no
no,42,yes,no
no,113,yes,no
no,358,yes,yes
no,274,yes,no
no,0,yes,no
no,985,yes,no
no,81,yes,no
no,592,yes,no
no,791,yes,no
no,708,yes,no
no,51,yes,no
no,0,yes,no
no,356,yes,no
no,34,yes,no
no,12061,yes,no
no,513,yes,no
no,6958,yes,yes
no,126,yes,no
no,54,yes,no
no,373,yes,no
no,304,yes,no
no,781,no,no
no,42,no,no
no,618,yes,no
no,1570,yes,no
no,1161,yes,no
no,0,no,no
no,-745,yes,no
no,88,yes,no
no,1330,yes,no
no,641,yes,no
no,1423,yes,no
no,8206,yes,no
no,4436,yes,no
no,1611,yes,yes
no,607,yes,no
no,300,yes,no
no,304,yes,no
no,254,yes,no
no,3790,yes,no
no,59,yes,no
no,1554,yes,no
no,257,yes,no
no,643,yes,no
no,128,yes,no
no,743,yes,yes
no,1460,no,no
no,-32,yes,no
no,1117,yes,no
no,2887,yes,no
no,446,yes,no
no,1212,yes,no
no,2218,yes,no
no,705,no,no
no,299,yes,no
no,313,yes,no
no,12482,yes,yes
no,29312,no,no
no,2226,yes,yes
no,1940,yes,yes
no,576,yes,yes
no,0,yes,yes
no,887,yes,no
no,17,yes,no
no,106,yes,no
no,489,yes,no
no,148,yes,no
no,14,yes,yes
no,1531,yes,no
no,3108,yes,no
no,26,yes,no
no,2466,yes,no
no,1045,yes,no
yes,-588,no,no
no,413,yes,no
no,0,yes,no
no,193,yes,yes
no,1340,yes,no
no,363,yes,no
no,-306,yes,yes
no,607,yes,no
no,556,yes,no
no,449,yes,yes
no,338,yes,no
no,-4,yes,yes
no,623,yes,no
no,1390,no,yes
no,719,yes,no
no,369,yes,no
no,1357,yes,no
no,0,yes,no
no,0,yes,no
no,2047,yes,no
no,507,yes,no
no,-427,yes,no
no,53,yes,no
no,93,yes,no
no,822,yes,no
no,849,yes,yes
no,-214,yes,no
no,161,yes,no
no,800,yes,no
no,598,yes,no
no,-135,yes,no
no,0,yes,yes
no,59,no,no
no,452,yes,no
no,49,yes,no
no,-213,no,no
no,2477,yes,no
no,264,yes,no
no,4265,yes,no
no,559,yes,no
no,-15,yes,no
no,926,yes,no
no,693,yes,no
no,9956,yes,no
no,1300,yes,no
no,2626,no,no
no,-44,yes,no
no,593,no,no
no,511,yes,no
no,493,yes,no
no,599,yes,no
no,272,yes,no
no,735,yes,no
no,15,yes,no
no,159,yes,no
no,651,yes,no
no,198,yes,no
no,-278,yes,no
no,-100,yes,no
no,15,yes,no
no,0,no,no
no,108,yes,yes
no,617,yes,no
no,516,yes,no
no,11,yes,no
no,1026,yes,no
no,3635,no,no
no,32,no,no
no,-123,yes,no
no,-238,yes,no
no,1089,yes,yes
no,3749,yes,no
no,3140,yes,no
no,221,yes,no
no,300,yes,no
no,515,yes,no
no,819,yes,no
no,722,yes,no
no,3346,yes,yes
no,419,yes,no
no,330,yes,no
no,1576,yes,no
no,258,yes,no
no,317,yes,no
yes,57,yes,yes
no,3285,yes,no
no,152,yes,no
no,2429,yes,no
no,3111,yes,no
no,1352,yes,no
no,37,yes,no
no,640,yes,no
no,113,no,no
no,468,yes,no
no,184,yes,no
no,633,yes,no
no,7,yes,no
no,57,yes,no
no,0,yes,no
no,419,yes,yes
no,120,yes,no
no,580,yes,no
no,362,yes,no
no,43,yes,no
no,749,yes,no
no,243,yes,no
no,9004,no,no
no,2236,yes,no
no,3348,yes,no
no,2062,yes,no
no,188,no,no
no,1483,yes,no
no,2550,yes,no
yes,53,yes,no
no,547,yes,no
no,1374,no,yes
no,67,yes,no
no,4998,yes,no
no,0,no,no
yes,-2,yes,yes
no,23,yes,no
no,512,yes,yes
yes,447,no,no
no,1917,yes,no
no,4871,yes,no
no,326,yes,no
no,0,yes,yes
no,0,no,no
no,14,no,no
no,692,yes,yes
no,369,yes,yes
no,591,yes,no
no,3923,yes,no
no,0,yes,no
no,348,yes,yes
no,102,yes,yes
no,447,yes,no
no,2121,yes,no
no,5154,yes,no
no,393,yes,no
no,5879,yes,no
no,-31,yes,no
no,871,yes,no
no,37378,yes,no
no,1443,yes,no
no,752,yes,no
no,1093,yes,no
no,573,yes,yes
no,258,no,no
no,247,yes,yes
no,202,yes,no
no,302,yes,no
no,736,yes,no
no,0,yes,no
no,532,yes,no
no,0,no,no
no,7378,no,no
no,4666,no,no
no,1516,yes,no
no,0,yes,yes
no,6085,yes,yes
yes,-183,yes,no
no,91,yes,no
no,30,yes,no
no,24,yes,no
no,522,yes,no
no,770,yes,no
no,1288,yes,no
no,1029,yes,no
no,4135,yes,no
no,204,yes,yes
no,1534,yes,no
no,0,yes,no
no,877,yes,no
no,478,yes,no
no,1130,yes,no
no,2401,yes,no
no,740,yes,no
no,993,no,no
no,896,yes,no
no,332,yes,no
no,1088,no,no
no,51,yes,no
no,1541,yes,no
no,413,yes,no
no,2656,yes,no
no,1618,yes,no
no,146,yes,no
no,153,yes,no
no,4505,yes,no
no,0,yes,no
no,520,yes,no
no,4151,yes,no
no,3382,yes,no
no,261,yes,no
no,1160,yes,no
no,517,yes,yes
no,2956,yes,no
no,1327,yes,yes
no,8417,yes,no
no,-172,yes,no
no,2257,yes,no
no,277,yes,no
no,902,yes,no
no,212,yes,no
no,513,yes,no
no,2272,yes,no
no,719,yes,no
no,1,no,no
no,503,yes,no
no,1521,yes,yes
no,2516,yes,yes
no,468,yes,no
no,329,yes,no
no,259,yes,yes
no,769,yes,no
no,-700,yes,no
no,15801,yes,no
no,7831,yes,no
no,0,no,no
no,-68,yes,no
no,2639,yes,no
no,1076,yes,no
no,584,yes,no
no,2706,yes,yes
no,1294,yes,no
no,771,yes,no
no,283,yes,yes
no,482,yes,no
no,11,no,no
no,2823,yes,no
no,338,yes,no
no,5700,yes,no
no,3028,yes,yes
no,2418,yes,no
no,1405,yes,no
no,0,yes,no
no,2775,no,no
no,611,yes,yes
no,1654,yes,no
no,1691,yes,no
no,427,no,no
no,938,yes,no
no,626,yes,no
no,874,no,no
no,24,no,no
no,7373,yes,no
no,1535,yes,no
no,2,yes,yes
no,829,yes,yes
no,164,yes,no
no,1765,yes,no
no,1733,yes,no
no,383,yes,no
no,777,yes,no
no,0,yes,no
no,1522,yes,yes
no,4446,yes,no
no,923,yes,no
no,1309,yes,no
no,1340,yes,no
no,3158,yes,no
no,1596,yes,no
no,887,yes,no
no,23189,yes,no
no,1010,yes,no
no,246,yes,no
no,918,yes,no
no,1429,yes,no
no,2439,yes,no
no,348,yes,no
no,387,yes,no
no,22,yes,no
no,3641,yes,no
no,2535,yes,no
no,1878,yes,no
no,3,yes,no
no,9,yes,no
no,502,yes,no
no,3634,yes,no
no,3395,yes,no
no,673,yes,no
no,600,yes,no
no,698,yes,no
no,2540,yes,no
no,357,yes,no
no,782,yes,no
no,2097,yes,no
no,-101,yes,no
no,628,yes,yes
no,0,yes,no
no,6874,yes,no
no,16,yes,no
no,1691,yes,no
no,1542,yes,no
no,1057,yes,no
no,11317,yes,no
yes,-1300,no,no
no,299,yes,no
no,189,yes,no
no,1412,yes,no
no,0,yes,no
no,235,yes,no
no,20718,yes,no
no,1043,yes,yes
no,890,yes,no
no,768,no,yes
no,618,yes,yes
no,1313,no,no
no,3932,yes,no
no,334,yes,no
no,80,yes,yes
no,-27,yes,yes
no,2285,yes,no
no,193,no,no
yes,-198,no,yes
no,1180,yes,yes
no,505,yes,no
no,6943,yes,no
no,243,yes,yes
no,3652,yes,no
no,3455,yes,no
no,2607,yes,no
no,2024,yes,no
no,0,yes,no
no,-222,no,no
no,1238,yes,no
no,33,yes,no
no,1000,yes,no
no,881,yes,no
no,403,yes,no
no,-38,yes,no
yes,0,yes,no
no,221,yes,no
no,1109,yes,no
no,1416,yes,no
no,264,yes,no
no,141,yes,yes
no,1944,yes,no
no,694,yes,no
no,303,yes,no
no,2087,yes,no
no,369,yes,yes
no,166,yes,no
no,718,yes,no
no,4543,yes,no
no,1613,yes,no
no,-1,no,no
no,1410,yes,no
no,577,no,no
no,-63,yes,no
no,892,no,no
no,-113,yes,no
no,3240,yes,no
no,3658,yes,no
no,3545,yes,no
no,1292,yes,no
no,4248,yes,no
no,155,yes,no
no,501,yes,no
no,658,yes,no
